headword	text	sense1	sense2	sense3	sense4	sense5	sense6	sense7
band-n	I do wear a pedometer and the Jawbone UP <band>, so I can use that to prompt me to keep moving.	a1.s6	a2.s3	a3.s1	a4.s14	a5.s4	a6.sx	a7.sx
band-n	He would go on to manage the <band> until their 2004 breakup.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	"Former Glory" opens the album with a contagious and invigorating energy, whereas the listener will get the idea that they are going to find another personality-filled album by this <band>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	You have Neck Deep and save Your Breath supporting you on the tour, how have you found touring alongside these <bands>?	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	The power of any emissions outside the frequency <band> 3650-3700 MHz shall be attenuated below the channel transmitter power P (dBW) by 43 + 10 Log (p), where p is measured in watts.	a1.s2	a2.s2	a3.s2	a4.s2	a5.sx	a6.s4	a7.sx
band-n	The recordings once again took place in Watercastle Studio while the <band> decided to move to Limb Music (except Japan) after issues with the previous record company.	a1.s1	a2.s1	a3.s1	a4.s19	a5.sx	a6.s1	a7.sx
band-n	One song per <band> and it hadda be a song that you can put on endless repeat... sorta like back in the day when you dropped 45's onto yer rekkid player.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	While tuning around the HF <bands>, you are very likely to hear a variety of squawks, beeps and other sounds that, at first, defy description.	a1.sx	a2.s2	a3.s1	a4.s2	a5.sx	a6.sx	a7.sx
band-n	Moreland and Gray thus remained the only two constant members of the <band> until their split in 1989.	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1	a7.sx
band-n	Important traps at O.48, 0.62 and O.84 eV below the conduction <band> are identified, and their photochemical reactions with the luminescent centres described.	a1.s4	a2.s4	a3.s2	a4.s5	a5.s3	a6.sx	a7.sx
band-n	Reserved <band> inside rim with short stroke series.	a1.s3	a2.s3	a3.s3	a4.s8	a5.sx	a6.sx	a7.sx
band-n	Horizontal bands below the rim on the interior of bowls and lids (e.g., fig. 15) are common. or As can be seen in figure 15, for example, horizontal bands below the rim on the interior of bowls and lids are common. or 1 See, e.g., fig. 15 for horizontal <bands> below the rim on the interior of bowls and lids.	a1.s3	a2.s3	a3.s3	a4.s7	a5.sx	a6.s3	a7.sx
band-n	In January 2014, the band performed at Shiprocked festival alongside such <bands> as Five Finger Death Punch, Papa Roach, Three Days Grace, Sevendust, In This Moment and Device among others.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	In fact, every amateur <band> above 220 Mc has at least two active groups whose avowed purpose is to extend the DX record on their favourite band.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.sx	a7.sx
band-n	Gary Lovetro left the <band> before the second album, Wake Up...	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	I was kind of surprised at first to see she didn't have a <band> since her album has a strong pop/rock sound (see Brandi Carlile or Maggie Rogers for reference points).	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	The first troops to occupy Oslo entered the city brazenly, marching behind a German military brass <band>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	"[W]e seek comment on whether it is in the public interest to sunset amateur use in the 3.3 – 3.55 GHz band in two separate phases, e.g., first above 3.4 GHz, which is the focus of [the R&O] and later in that portion of the <band> below 3.4 GHz," the FCC said.	a1.s2	a2.s2	a3.s2	a4.s10	a5.s2	a6.s4	a7.sx
band-n	The main functions of the filters are: (1) to reject undesirable signals outside the filter pass <band> and (2) to separate or combine signals according to their frequency.	a1.s2	a2.s2	a3.s1	a4.s2	a5.sx	a6.s4	a7.sx
band-n	However, the pressures of touring and the tensions within the <band> led to McCabe's departure in mid-1998 and the announcement of the band's break-up in April 1999.	a1.s1	a2.s3	a3.sx	a4.s1	a5.sx	a6.s1	a7.sx
band-n	In addition, once a frequency is stored in memory, it will appear on the display screen when you are tuning through the <bands>.	a1.s2	a2.s1	a3.s1	a4.s11	a5.sx	a6.sx	a7.sx
band-n	To me, that does not seem logical at all - why not allow a third QSO in SSB and a fourth one in RTTY etc. In my opinion, one QSO per <band> regardless of mode would be the best rule.	a1.s2	a2.s2	a3.sx	a4.s10	a5.sx	a6.sx	a7.sx
band-n	He also pointed out that the lineup changes that they've had has resulted in a change to the <band's> sound.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Rock 'n' roll pioneer Chuck Berry famously toured without a <band>, enlisting the backing of "pick-up" musicians whenever he rolled into a town.	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1	a7.sx
band-n	The female is similar but she has an additional rusty breast band below the blue-grey <band>.	a1.s3	a2.s3	a3.s3	a4.s7	a5.sx	a6.s2	a7.sx
band-n	I use the rig in the evenings and at night but have been able to reach Buenos Aires, Middle East, Russia and Europe and have made contacts on all <bands> except 160 meters.	a1.s2	a2.s2	a3.s2	a4.s10	a5.sx	a6.sx	a7.sx
band-n	Some rumors suggested that Rodríguez had left the band due to a conflict with Dreissing; Dreissing left the band not long after, leaving the <band> without a lead vocalist.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s7	a6.s1	a7.sx
band-n	Dance under the stars to the sound of live music from local <bands> while cruising aboard the Pride of Exmouth and taking in the breathtaking views of the beautiful River Exe.	a1.s12	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Tim Berne's solos have a lot of internal drive, a good thing in a <band> without a drummer.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	SIX FOOT JOE'S BAND: THE RED HOT RHINOS Joe has known the guys in his back up <band>, the Red Hot Rhinos, for a long time and has worked with them off and on throughout the years.	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1	a7.sx
band-n	Recorded while the <band> was on a high from a reportedly devastatingly euphoric gig at the 100 Club, this is possibly the quintessential Ogun line-up, a perfect balance of musicians, including both of the great South African bassists, finally together.	a1.s12	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Males have a white tail <band> near the tip of the tail and a white throat patch.	a1.s3	a2.s3	a3.s3	a4.s7	a5.sx	a6.s3	a7.sx
band-n	This beautiful diamond engagement ring setting features a four prong setting in pink gold accented by sparkling diamonds along the white gold <band>.	a1.s6	a2.s3	a3.s2	a4.s3	a5.s8	a6.s2	a7.sx
band-n	When the reduction applies, the Council Tax for the property is charged at the rate for the <band> below the actual band of the property.	a1.s3	a2.s3	a3.s2	a4.s12	a5.sx	a6.s2	a7.sx
band-n	Unlike other latex/rubber resistance bands, our exercise loop <bands> are seamed with high quality cotton polyester stretch fabric and built in elastic nature latex inner, in order to offer you Non Slip & Non Rolling bands.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	15:35 UT I obtained a good X vs. Y delay calibration yesterday, and find that it is possible to get results for all <bands> except band 2, which is expected since the science channels in band 2 are entirely within the notch of the filter.	a1.sx	a2.s1	a3.sx	a4.s6	a5.sx	a6.sx	a7.sx
band-n	Infrared reflection spectra of liquid ethanol, showing the −OH band centered near 3300 cm−1 and C−H <bands> near 2950 cm−1	a1.s13	a2.s3	a3.s2	a4.s17	a5.sx	a6.sx	a7.sx
band-n	And he gestured to the marching <band> that clamored toward them.	a1.s12	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Today the massive Coachella Valley Music and Arts Festival wraps up in the desert near Indio, Calif. It's been six days of music spread out over two weekends - <band> after band on a big main stage and many smaller ones; and more so this year than previously, Latin music on those stages.	a1.sx	a2.s1	a3.sx	a4.s1	a5.sx	a6.sx	a7.sx
band-n	In the United States, there was a shortwave listener who just happened to be tuning across the <bands> on his shortwave receiver.	a1.s2	a2.s1	a3.s1	a4.s2	a5.sx	a6.sx	a7.sx
band-n	EEK does not use pegging band. 15% <band> is the band within a currency in the ERM II system must be at least for 2 years to fulfill Maastricht convergence criteria. --Juhan 19:36, 21 August 2010 (UTC)	a1.sx	a2.s1	a3.sx	a4.s1	a5.sx	a6.sx	a7.sx
band-n	Like Chris says on his description of the record, this Boston band sounds more like a harder edged pop band than the more poppier <bands> I've covered before.	a1.sx	a2.s2	a3.sx	a4.s5	a5.sx	a6.sx	a7.sx
band-n	This file is a preliminary idea for a SID antenna unit that will cover the useful SID frequency <band> between a few kHz and about 100 kHz.	a1.s2	a2.s2	a3.s2	a4.s10	a5.s5	a6.s4	a7.sx
band-n	DVD 1: George Gershwin -- A Gershwin night from the Waldbühne Berlin: An American in Paris ; Rhapsody in blue ; Concerto in F ; Strike up the <band> ; I got rhythm / Berliner Philharmoniker ; Seiji Ozawa ; Marcus Roberts Trio.	a1.s1	a2.s5	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	That's correct, but only Ozone has absorption <bands> within the IR spectrum for the earth at 282K.	a1.s2	a2.s2	a3.s2	a4.s10	a5.s3	a6.s4	a7.sx
band-n	Colour opaque white or translucent, usually with wavy axial tan lines in 2 spiral bands; the lines formed into groups of 4 or 5, joined by an inclined line above; a row of white spots above suture and at centre of body whorl, and sometimes a white <band> below suture.	a1.sx	a2.s3	a3.s2	a4.s7	a5.sx	a6.sx	a7.sx
band-n	But claiming that a fight of a small <band> against a small band leaves little space for tactics...	a1.sx	a2.s1	a3.sx	a4.sx	a5.sx	a6.sx	a7.sx
band-n	I see my mother walking down the aisle, eyes locked with my father.he slips the ring on her finger. she slips the gold <band> onto his finger. they kiss. darkness.	a1.s17	a2.s3	a3.s3	a4.s15	a5.s8	a6.s2	a7.sx
band-n	Bandpass filter 604 is a dispersive filter to allow a frequency band that is between two threshold frequencies (and attenuates/blocks frequencies outside this pass <band>).	a1.s2	a2.s2	a3.sx	a4.s2	a5.sx	a6.s4	a7.sx
band-n	Twenty-five years ago, this concept of generational knowledge was distilled down to a joke about a kid who is sifting through the bins at Tower Records and announces, "I didn't know Paul McCartney was in a <band> before Wings."	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Apply Lash Glue: Squeeze a thin line of Lash Glue such as DUO Eyelash Adhesive along the lash <band>.	a1.s6	a2.s4	a3.s3	a4.s4	a5.sx	a6.s3	a7.sx
band-n	Kimmo Pohjonen, who had already left the <band> before the recording of Hallanvaara, plays accordion on "Peilikuva".	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	In October 1978, Marty Balin left the group, leaving the <band> without a lead singer.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	The total number of bands per primer ranged from 2 (OPQ-1) to 12 (OPBE-9), with an average of 7.29 <band> per primer.	a1.s16	a2.s3	a3.s2	a4.s22	a5.sx	a6.sx	a7.sx
band-n	Refer Ku <band> versus C band➨.	a1.s14	a2.s4	a3.s2	a4.s2	a5.s5	a6.sx	a7.sx
band-n	While everyone touts Saddle Creek Records as the driving force behind the current state of the Omaha music scene, I also point to Marc Leibowitz and Jim Johnson - the guys behind One Percent -- for bringing Omaha the music that's influenced so many successful local <bands>.	a1.s12	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	To commemorate this distinguished service, President Zachary Taylor authorized the band to wear red piping on the uniform, making it the only Army <band> to receive a combat distinction from a president of the United States.	a1.sx	a2.s3	a3.sx	a4.sx	a5.sx	a6.sx	a7.sx
band-n	Unglazed inside, except for <bands> inside lip.	a1.s3	a2.s3	a3.s3	a4.s4	a5.sx	a6.sx	a7.sx
band-n	I use it across the entire10/15/20 meter <band> without a tuner.	a1.s2	a2.s2	a3.s1	a4.s21	a5.sx	a6.sx	a7.sx
band-n	I was also quite busy at this time tuning around the FM <band>.	a1.s2	a2.s2	a3.s1	a4.s11	a5.sx	a6.sx	a7.sx
band-n	However agents like this kind of music because it is an easy sell as long as you show up with boater hats, striped shirts and perhaps garter <bands> around your arms.	a1.s6	a2.s3	a3.s3	a4.s12	a5.sx	a6.s3	a7.sx
band-n	If you live in New Orleans, you will know that MCR or any other bands except country <bands> come to New Orleans, so who knows the next chance I'll have to see them.	a1.sx	a2.s3	a3.sx	a4.s6	a5.sx	a6.sx	a7.sx
band-n	"Glenn Shorrock to Perform with a Little River <band>".	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Our band is the first new <band> to be signed to Skol Records which before only released and re-released the works of old school heavy metal artists, so my experience happens to be exactly contrary to your suspicions about the music industry, but you can blame that on our old-school sound, I suppose.	a1.sx	a2.s1	a3.sx	a4.sx	a5.sx	a6.sx	a7.sx
band-n	" When the album was released Oasis were woven into Britain's cultural fabric like no other <band> since the Beatles, and according to their former press officer Johnny Hopkins: "There were more hangers-on, constantly telling them they were the greatest thing.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	He remained with the <band> until their 2004 split.	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1	a7.sx
band-n	On 17 June 2016, it was announced that lead vocalist Avital Tamir has departed the band six months ago to focus on his indie/folk project On Shoulders of Giants, thus leaving the <band> without a vocalist for a while.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s7	a6.s1	a7.sx
band-n	My stepbrothers played in a cover <band> at the time and frequently my Mother would ask me if I knew the Aerosmith song "Revving up the Big Jet Engines."	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Dan Swanö left the <band> after recording for the album was completed due to artistic differences between himself and Andreas Axelsson.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Then I heard this album by an unknown <band> (and from Germany of all places).	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Generally, satellite DNA appears as separate <bands> because each band contains many copies of a specific highly repetitive sequence with a specific density due to its particular GC-to-AT ratio.	a1.sx	a2.s1	a3.sx	a4.s1	a5.sx	a6.sx	a7.sx
band-n	Halford accepted, leaving his previous band Hiroshima, and brought along drummer John Hinch, who would later be dropped by the <band> after one album due to "musical inadequacy", according to Judas Priest's website.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	But a word to the director: yes, multiculturalism rocks, yadda yadda, strike up the <band> and tune the erhu.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Deftones – Koi No Yokan I'm certain there is a consensus that this band is the best modern metal <band>.	a1.sx	a2.s1	a3.sx	a4.sx	a5.sx	a6.sx	a7.sx
band-n	The switching bandwidth is up to 40 MHz, and when all four frequency bands (518-548 MHz, 606-636 MHz, 794-832 MHz and 1.780-1.810 MHz) are used, up to 72 channels (18 compatible frequencies per <band>) can be operated simultaneously, thus making the TG 500 system suitable even for larger installations.	a1.s2	a2.s2	a3.s2	a4.s10	a5.sx	a6.s4	a7.sx
band-n	Repeating functions have been introduced to achieve higher data rate while using frequency <bands> above 30 MHz.	a1.s2	a2.s2	a3.s2	a4.s11	a5.s1	a6.s4	a7.sx
band-n	ZR is a restricted license, allowing operation on all <bands> except WARC bands with some limitations and power no more than 100watts on HF.	a1.sx	a2.s1	a3.sx	a4.s6	a5.sx	a6.sx	a7.sx
band-n	Colour variable; generally fawn, usually with white spots; often a dark brown <band> below suture and widely-spaced large white spots below.	a1.sx	a2.s3	a3.s2	a4.s7	a5.sx	a6.sx	a7.sx
band-n	In that same year, the relationship between Pooh and the record company breaks down following the release of their second album Contrasto in July 1968: secretly released while the <band> is on tour, the record is withdrawn from the market shortly after.	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1	a7.sx
band-n	s headlining tour alongside <bands> like Hrvrd, Conditions, and This Is [...]	a1.s1	a2.s8	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Echeverri is the lead singer of Aterciopelados, the only female-led rock en español <band>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	To facilitate the interpretation of the results, the calculations were supplemented by the calculations of the six narrow bands above the conduction <band> of poly(guanilic acid) with water.	a1.sx	a2.s3	a3.s2	a4.sx	a5.sx	a6.sx	a7.sx
band-n	I've just added Salem and Khalas to the list of folk metal bands so all seven <bands> are on that list now.	a1.sx	a2.s3	a3.sx	a4.sx	a5.sx	a6.sx	a7.sx
band-n	On lip, between sets of two lines above and below, vertical zigzags; traces of black <band> below lip.	a1.s3	a2.s3	a3.s3	a4.s12	a5.sx	a6.sx	a7.sx
band-n	<Band> inside rim and halfway down and on ... ca. 350-325 B.	a1.s3	a2.s3	a3.s3	a4.s8	a5.sx	a6.sx	a7.sx
band-n	Early 1990s punk rock <bands>, like Bad Religion, NOFX, and Pennywise, had not had mainstream success since the 1990s or 2000s but still enjoyed heavy touring.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
